V1,V2,V3,V4,V5,V6,V7,V8,V9,V10
0,0.25,0.5,0.75,1,1.5,2,2.5,3,4
0,0,0,0,0.36,1,1,1,1,1
0,0,0,0,0.48,1,1,1,1,1
0,1,1,1,1,1,1,1,1,1
0,1,1,1,1,1,1,1,1,1
0,0.0284,0.0338,0.037,0.0376,0.053,0.047,0.0736,0.0896,0.4798
0,0.0408,0.0366,0.038400000000000004,0.0408,0.0462,0.037,0.089,0.1758,0.464
0,0.046400000000000004,0.041800000000000004,0.045,0.0324,0.0446,0.027800000000000002,0.0488,0.0238,0.0728
0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
